6, 12, pa2-debug-e-empivot.txt
  179.87,   251.67,   197.29
  181.40,   297.28,   179.43
  183.60,   343.38,   161.04
  217.26,   244.48,   183.71
  218.96,   290.77,   165.22
  221.17,   337.43,   146.12
  227.29,   246.15,   210.60
  257.40,   280.71,   229.13
  287.30,   315.83,   246.87
  228.13,   227.14,   244.90
  257.82,   261.46,   263.27
  287.47,   296.36,   281.03
  183.05,   250.73,   190.74
  189.26,   297.30,   176.40
  195.94,   344.31,   161.45
  223.34,   247.06,   197.48
  229.42,   294.04,   182.65
  235.75,   341.34,   167.22
  209.70,   235.39,   168.97
  228.07,   276.32,   146.68
  246.79,   317.81,   123.23
  220.19,   249.91,   204.89
  238.18,   290.69,   182.85
  256.42,   332.07,   159.77
  156.62,   228.29,   231.33
  119.52,   260.32,   236.60
   83.11,   292.08,   241.52
  163.42,   242.78,   195.81
  126.34,   274.57,   201.17
   89.88,   305.65,   206.32
  219.69,   225.43,   251.28
  250.26,   230.94,   289.20
  280.27,   236.64,   326.43
  238.00,   190.27,   243.64
  268.55,   195.87,   281.66
  298.39,   201.68,   318.90
  206.52,   243.94,   177.05
  231.37,   283.19,   158.52
  256.34,   322.96,   138.82
  236.70,   238.13,   204.16
  261.27,   277.35,   185.55
  285.86,   317.12,   165.89
  174.84,   237.51,   173.70
  159.80,   256.66,   128.92
  146.21,   276.76,    83.14
  188.27,   204.87,   154.78
  172.52,   223.94,   109.51
  158.22,   243.74,    63.19
  221.44,   245.70,   227.60
  258.97,   275.15,   241.33
  296.50,   305.36,   254.22
  249.00,   217.08,   218.68
  286.79,   246.71,   232.29
  324.43,   277.09,   245.03
  154.28,   233.41,   218.08
  124.34,   262.58,   243.63
   94.55,   292.05,   268.95
  180.14,   231.51,   249.31
  149.65,   260.88,   274.85
  119.18,   290.33,   300.30
  156.50,   199.92,   240.33
  110.26,   202.62,   253.97
   65.30,   205.09,   267.49
  143.82,   210.50,   203.53
   97.60,   212.33,   216.65
   53.10,   213.57,   229.35
  149.40,   227.70,   210.24
  117.00,   264.02,   214.81
   85.11,   299.83,   219.22
  179.77,   252.24,   215.42
  146.83,   288.67,   220.29
  114.17,   324.55,   225.12
