8, 6, 12, pa2-unknown-j-optpivot.txt
   -5.62,     8.09, -1499.97
   -5.05,     7.28, -1349.97
   -5.77,   158.09, -1499.16
   -5.21,   157.28, -1349.16
  144.38,     8.25, -1500.53
  144.94,     7.44, -1350.53
  144.23,   158.25, -1499.72
  144.79,   157.44, -1349.72
  366.44,   441.68, -1301.92
  348.14,   482.65, -1323.97
  329.83,   523.62, -1346.02
  402.20,   438.90, -1336.75
  383.89,   479.87, -1358.81
  365.59,   520.84, -1380.86
    1.58,    -8.52, -1499.97
    1.42,    -7.67, -1349.98
    0.52,   141.48, -1500.83
    0.36,   142.33, -1350.83
  151.58,    -7.45, -1499.82
  151.42,    -6.60, -1349.83
  150.51,   142.54, -1500.68
  150.36,   143.39, -1350.68
  414.87,   439.89, -1282.39
  442.19,   481.44, -1277.22
  469.52,   522.99, -1272.05
  452.71,   418.02, -1306.66
  480.04,   459.57, -1301.49
  507.37,   501.12, -1296.32
   -9.85,    -6.77, -1499.95
   -8.87,    -6.09, -1349.96
   -9.67,   143.23, -1500.63
   -8.69,   143.91, -1350.64
  140.15,    -6.95, -1500.94
  141.13,    -6.27, -1350.94
  140.32,   143.05, -1501.61
  141.31,   143.73, -1351.62
  357.49,   401.42, -1335.20
  316.52,   428.12, -1345.60
  275.54,   454.82, -1355.99
  360.19,   423.07, -1290.21
  319.21,   449.77, -1300.61
  278.24,   476.47, -1311.00
   -0.93,     5.03, -1499.99
   -0.84,     4.52, -1349.99
   -0.81,   155.03, -1499.49
   -0.72,   154.52, -1349.49
  149.07,     4.90, -1500.09
  149.16,     4.40, -1350.09
  149.19,   154.90, -1499.58
  149.28,   154.40, -1349.58
  411.57,   451.65, -1296.51
  428.53,   495.13, -1278.56
  445.49,   538.60, -1260.61
  437.16,   427.11, -1261.26
  454.13,   470.58, -1243.31
  471.09,   514.06, -1225.36
   10.49,    -5.90, -1499.95
    9.44,    -5.31, -1349.96
   11.59,   144.09, -1500.53
   10.54,   144.68, -1350.54
  160.48,    -7.00, -1498.90
  159.43,    -6.41, -1348.90
  161.58,   142.99, -1499.48
  160.54,   143.58, -1349.49
  461.91,   378.12, -1260.17
  510.03,   371.99, -1248.07
  558.16,   365.86, -1235.98
  473.98,   377.21, -1308.68
  522.11,   371.09, -1296.58
  570.24,   364.96, -1284.49
    6.18,    -8.07, -1499.97
    5.56,    -7.26, -1349.97
    5.77,   141.93, -1500.77
    5.16,   142.73, -1350.78
  156.18,    -7.66, -1499.35
  155.56,    -6.85, -1349.35
  155.77,   142.34, -1500.16
  155.15,   143.14, -1350.16
  409.89,   414.26, -1346.50
  412.21,   417.98, -1396.31
  414.54,   421.70, -1446.12
  419.10,   365.22, -1349.73
  421.43,   368.94, -1399.54
  423.75,   372.66, -1449.35
    3.36,     6.55, -1499.98
    3.03,     5.90, -1349.98
    4.42,   156.55, -1499.32
    4.08,   155.89, -1349.33
  153.36,     5.50, -1499.65
  153.02,     4.84, -1349.65
  154.41,   155.49, -1498.99
  154.08,   154.84, -1348.99
  385.42,   427.16, -1331.04
  360.96,   435.90, -1373.76
  336.50,   444.64, -1416.48
  392.73,   379.68, -1344.94
  368.26,   388.43, -1387.66
  343.80,   397.17, -1430.38
   14.09,     6.58, -1499.92
   12.68,     5.93, -1349.93
   15.29,   156.58, -1499.25
   13.88,   155.92, -1349.26
  164.07,     5.38, -1498.52
  162.67,     4.72, -1348.52
  165.27,   155.37, -1497.85
  163.87,   154.71, -1347.85
  452.37,   441.03, -1301.67
  492.71,   470.23, -1297.17
  533.06,   499.42, -1292.68
  474.66,   405.95, -1273.88
  515.01,   435.14, -1269.38
  555.35,   464.34, -1264.89
   -5.08,     5.34, -1499.98
   -4.57,     4.80, -1349.98
   -6.25,   155.33, -1499.44
   -5.74,   154.80, -1349.45
  144.91,     6.51, -1500.49
  145.42,     5.98, -1350.49
  143.74,   156.51, -1499.95
  144.25,   155.97, -1349.95
  434.53,   443.75, -1293.44
  477.67,   467.85, -1301.09
  520.81,   491.94, -1308.73
  452.56,   403.83, -1317.54
  495.70,   427.92, -1325.19
  538.84,   452.02, -1332.83
   -9.61,    -1.41, -1499.97
   -8.65,    -1.26, -1349.97
   -8.13,   148.59, -1500.12
   -7.17,   148.73, -1350.12
  140.38,    -2.88, -1500.93
  141.34,    -2.74, -1350.93
  141.86,   147.11, -1501.08
  142.82,   147.25, -1351.08
  437.83,   404.34, -1341.21
  474.20,   397.99, -1374.92
  510.57,   391.64, -1408.64
  441.70,   356.27, -1327.98
  478.07,   349.93, -1361.69
  514.45,   343.58, -1395.41
  -14.02,     5.41, -1499.92
  -12.61,     4.87, -1349.93
  -14.58,   155.41, -1499.38
  -13.18,   154.87, -1349.39
  135.98,     5.98, -1501.32
  137.38,     5.44, -1351.33
  135.42,   155.97, -1500.78
  136.82,   155.43, -1350.79
  406.58,   399.95, -1245.72
  430.96,   384.64, -1204.83
  455.33,   369.34, -1163.95
  430.71,   365.65, -1272.95
  455.08,   350.34, -1232.06
  479.46,   335.04, -1191.18
   13.80,    13.20, -1499.88
   12.42,    11.88, -1349.89
   13.95,   163.19, -1498.56
   12.57,   161.87, -1348.57
  163.80,    13.04, -1498.50
  162.42,    11.72, -1348.51
  163.94,   163.03, -1497.18
  162.56,   161.71, -1347.19
  368.02,   411.17, -1272.32
  324.52,   435.78, -1270.88
  281.02,   460.40, -1269.45
  385.37,   443.79, -1306.01
  341.87,   468.40, -1304.58
  298.37,   493.01, -1303.15
