27, 125, pa2-debug-d-output1.txt
  197.08,   202.27,   209.02
  402.59,   394.39,   204.58
   99.23,    99.28,   101.07
  101.75,    97.79,   226.04
  104.27,    96.29,   351.00
   97.96,   224.27,   102.59
  100.48,   222.77,   227.56
  103.00,   221.28,   352.52
   96.69,   349.25,   104.11
   99.21,   347.76,   229.08
  101.73,   346.26,   354.04
  224.20,   100.58,    98.56
  226.72,    99.09,   223.53
  229.24,    97.59,   348.50
  222.93,   225.57,   100.09
  225.45,   224.07,   225.05
  227.97,   222.58,   350.02
  221.66,   350.55,   101.61
  224.18,   349.06,   226.57
  226.70,   347.56,   351.54
  349.17,   101.88,    96.06
  351.69,   100.39,   221.02
  354.21,    98.89,   345.99
  347.90,   226.87,    97.58
  350.42,   225.37,   222.54
  352.94,   223.88,   347.51
  346.63,   351.85,    99.10
  349.15,   350.36,   224.07
  351.67,   348.86,   349.03
   99.56,   101.54,   224.98
  101.01,   101.10,   349.97
  102.46,   100.67,   474.96
   98.15,   226.53,   225.43
   99.60,   226.09,   350.43
  101.05,   225.66,   475.42
   96.74,   351.52,   225.89
   98.19,   351.09,   350.88
   99.64,   350.65,   475.87
  224.54,   102.95,   223.54
  225.99,   102.52,   348.53
  227.44,   102.08,   473.52
  223.13,   227.94,   223.99
  224.58,   227.51,   348.98
  226.03,   227.07,   473.97
  221.73,   352.93,   224.44
  223.18,   352.50,   349.43
  224.63,   352.06,   474.42
  349.53,   104.36,   222.09
  350.98,   103.93,   347.08
  352.43,   103.49,   472.08
  348.12,   229.36,   222.55
  349.57,   228.92,   347.54
  351.02,   228.49,   472.53
  346.71,   354.35,   223.00
  348.16,   353.91,   347.99
  349.61,   353.48,   472.98
   99.26,    99.44,   351.19
  101.91,   101.93,   476.14
  104.57,   104.41,   601.09
  101.56,   224.40,   348.66
  104.22,   226.88,   473.61
  106.87,   229.37,   598.55
  103.86,   349.35,   346.12
  106.52,   351.84,   471.07
  109.17,   354.32,   596.02
  224.21,    97.09,   348.59
  226.86,    99.57,   473.53
  229.52,   102.06,   598.48
  226.51,   222.04,   346.05
  229.17,   224.53,   471.00
  231.82,   227.01,   595.95
  228.81,   347.00,   343.52
  231.47,   349.48,   468.46
  234.12,   351.97,   593.41
  349.16,    94.73,   345.98
  351.81,    97.22,   470.93
  354.47,    99.70,   595.87
  351.46,   219.69,   343.44
  354.12,   222.17,   468.39
  356.77,   224.66,   593.34
  353.77,   344.64,   340.91
  356.42,   347.13,   465.86
  359.07,   349.61,   590.81
  100.48,    98.95,   475.55
   98.34,    98.28,   600.53
   96.20,    97.60,   725.51
  100.83,   223.95,   476.23
   98.69,   223.28,   601.21
   96.55,   222.60,   726.19
  101.18,   348.95,   476.91
   99.04,   348.27,   601.89
   96.91,   347.60,   726.87
  225.46,    98.59,   477.68
  223.32,    97.91,   602.66
  221.18,    97.24,   727.64
  225.81,   223.59,   478.36
  223.67,   222.91,   603.34
  221.53,   222.24,   728.32
  226.16,   348.59,   479.05
  224.02,   347.91,   604.03
  221.89,   347.23,   729.01
  350.44,    98.23,   479.82
  348.30,    97.55,   604.80
  346.16,    96.87,   729.78
  350.79,   223.22,   480.50
  348.65,   222.55,   605.48
  346.52,   221.87,   730.46
  351.14,   348.22,   481.18
  349.01,   347.55,   606.16
  346.87,   346.87,   731.14
   99.60,    99.83,   600.00
  100.75,   101.69,   724.98
  101.89,   103.55,   849.96
  100.80,   224.81,   598.12
  101.94,   226.67,   723.11
  103.09,   228.53,   848.09
  101.99,   349.79,   596.25
  103.14,   351.65,   721.23
  104.29,   353.51,   846.21
  224.59,    98.61,   598.87
  225.73,   100.47,   723.85
  226.88,   102.34,   848.83
  225.78,   223.59,   597.00
  226.93,   225.45,   721.98
  228.08,   227.32,   846.96
  226.98,   348.57,   595.12
  228.13,   350.44,   720.10
  229.28,   352.30,   845.08
  349.58,    97.40,   597.74
  350.72,    99.26,   722.72
  351.87,   101.12,   847.70
  350.77,   222.38,   595.87
  351.92,   224.24,   720.85
  353.07,   226.10,   845.83
  351.97,   347.36,   593.99
  353.12,   349.22,   718.97
  354.26,   351.08,   843.96
   99.32,   224.18,   101.27
   97.16,   224.89,   226.25
   95.00,   225.59,   351.23
  101.59,   349.16,   100.61
   99.42,   349.87,   225.59
   97.26,   350.57,   350.57
  103.85,   474.14,    99.94
  101.69,   474.84,   224.92
   99.52,   475.55,   349.90
  224.28,   221.93,   103.45
  222.12,   222.64,   228.43
  219.96,   223.34,   353.41
  226.55,   346.91,   102.78
  224.38,   347.61,   227.76
  222.22,   348.32,   352.74
  228.81,   471.89,   102.12
  226.65,   472.59,   227.10
  224.49,   473.29,   352.08
  349.25,   219.68,   105.62
  347.08,   220.38,   230.60
  344.92,   221.09,   355.58
  351.51,   344.66,   104.96
  349.35,   345.36,   229.94
  347.18,   346.06,   354.92
  353.77,   469.63,   104.29
  351.61,   470.34,   229.27
  349.45,   471.04,   354.25
  100.09,   223.84,   223.75
  101.49,   222.57,   348.74
  102.90,   221.31,   473.72
  101.78,   348.82,   225.00
  103.19,   347.56,   349.98
  104.60,   346.29,   474.97
  103.48,   473.80,   226.24
  104.89,   472.54,   351.23
  106.30,   471.27,   476.21
  225.07,   222.15,   222.32
  226.47,   220.89,   347.31
  227.88,   219.62,   472.30
  226.76,   347.14,   223.57
  228.17,   345.87,   348.56
  229.58,   344.61,   473.54
  228.46,   472.12,   224.82
  229.87,   470.85,   349.80
  231.28,   469.59,   474.79
  350.05,   220.47,   220.90
  351.46,   219.21,   345.89
  352.86,   217.94,   470.87
  351.74,   345.45,   222.15
  353.15,   344.19,   347.13
  354.56,   342.92,   472.12
  353.44,   470.44,   223.39
  354.85,   469.17,   348.38
  356.26,   467.91,   473.36
   99.16,   226.24,   349.64
  102.33,   229.52,   474.56
  105.50,   232.80,   599.48
   96.02,   351.16,   346.44
   99.19,   354.44,   471.36
  102.36,   357.72,   596.28
   92.87,   476.08,   343.24
   96.04,   479.36,   468.16
   99.21,   482.64,   593.08
  224.08,   229.31,   346.40
  227.25,   232.58,   471.31
  230.42,   235.86,   596.23
  220.94,   354.22,   343.20
  224.11,   357.50,   468.11
  227.28,   360.78,   593.03
  217.79,   479.14,   340.00
  220.96,   482.42,   464.91
  224.13,   485.70,   589.83
  349.00,   232.37,   343.15
  352.17,   235.65,   468.06
  355.34,   238.93,   592.98
  345.86,   357.29,   339.95
  349.03,   360.57,   464.86
  352.20,   363.85,   589.78
  342.71,   482.21,   336.75
  345.88,   485.49,   461.66
  349.05,   488.77,   586.58
  101.78,   223.51,   476.14
   98.86,   220.78,   601.08
   95.94,   218.06,   726.01
  103.63,   348.46,   478.91
  100.71,   345.74,   603.85
   97.79,   343.01,   728.78
  105.48,   473.42,   481.68
  102.56,   470.69,   606.62
   99.64,   467.97,   731.55
  226.73,   221.59,   479.02
  223.81,   218.87,   603.96
  220.89,   216.14,   728.89
  228.58,   346.55,   481.79
  225.66,   343.82,   606.73
  222.74,   341.10,   731.66
  230.43,   471.50,   484.56
  227.51,   468.78,   609.50
  224.59,   466.05,   734.43
  351.68,   219.68,   481.90
  348.76,   216.95,   606.84
  345.84,   214.23,   731.77
  353.53,   344.63,   484.67
  350.61,   341.91,   609.61
  347.69,   339.18,   734.54
  355.38,   469.59,   487.44
  352.46,   466.86,   612.37
  349.54,   464.14,   737.31
  100.29,   223.14,   601.17
  103.46,   223.09,   726.13
  106.63,   223.04,   851.09
  101.49,   348.13,   601.19
  104.66,   348.08,   726.14
  107.83,   348.04,   851.10
  102.68,   473.13,   601.20
  105.85,   473.08,   726.16
  109.02,   473.03,   851.12
  225.25,   221.95,   598.00
  228.42,   221.90,   722.96
  231.59,   221.85,   847.92
  226.44,   346.94,   598.01
  229.61,   346.89,   722.97
  232.78,   346.85,   847.93
  227.63,   471.93,   598.03
  230.80,   471.89,   722.99
  233.97,   471.84,   847.95
  350.20,   220.75,   594.83
  353.37,   220.71,   719.79
  356.54,   220.66,   844.75
  351.39,   345.75,   594.84
  354.56,   345.70,   719.80
  357.73,   345.66,   844.76
  352.59,   470.74,   594.86
  355.76,   470.70,   719.82
  358.93,   470.65,   844.78
   99.06,   349.29,    98.45
   96.14,   351.66,   223.39
   93.22,   354.02,   348.33
   96.51,   474.24,    96.02
   93.60,   476.61,   220.96
   90.68,   478.98,   345.90
   93.97,   599.19,    93.59
   91.05,   601.56,   218.53
   88.13,   603.93,   343.47
  224.00,   351.88,   101.32
  221.08,   354.25,   226.26
  218.16,   356.62,   351.20
  221.45,   476.83,    98.89
  218.54,   479.20,   223.83
  215.62,   481.57,   348.77
  218.91,   601.78,    96.46
  215.99,   604.15,   221.40
  213.07,   606.52,   346.34
  348.94,   354.48,   104.18
  346.02,   356.85,   229.13
  343.10,   359.22,   354.07
  346.39,   479.43,   101.76
  343.48,   481.80,   226.70
  340.56,   484.17,   351.64
  343.85,   604.38,    99.33
  340.93,   606.75,   224.27
  338.01,   609.12,   349.21
   98.02,   351.98,   223.01
   95.12,   354.69,   347.94
   92.21,   357.40,   472.88
   96.48,   476.94,   220.26
   93.58,   479.65,   345.20
   90.67,   482.36,   470.14
   94.94,   601.90,   217.52
   92.04,   604.61,   342.46
   89.13,   607.32,   467.40
  222.98,   353.59,   225.88
  220.07,   356.29,   350.82
  217.17,   359.00,   475.75
  221.44,   478.55,   223.14
  218.53,   481.25,   348.07
  215.63,   483.96,   473.01
  219.90,   603.51,   220.39
  216.99,   606.21,   345.33
  214.09,   608.92,   470.27
