8, 6, 12, pa1-unknown-k-optpivot.txt
  -13.33,    27.95, -1499.68
  -11.99,    25.15, -1349.71
  -14.48,   177.92, -1496.88
  -13.14,   175.12, -1346.91
  136.66,    29.12, -1500.99
  137.99,    26.33, -1351.02
  135.51,   179.09, -1498.19
  136.85,   176.30, -1348.22
  399.45,   456.69, -1252.74
  426.98,   472.94, -1214.30
  454.51,   489.19, -1175.85
  427.75,   415.57, -1255.63
  455.28,   431.82, -1217.19
  482.82,   448.07, -1178.75
  -12.27,    14.88, -1499.88
  -11.04,    13.39, -1349.89
   -9.34,   164.85, -1498.41
   -8.11,   163.36, -1348.42
  137.70,    11.96, -1501.13
  138.93,    10.48, -1351.14
  140.63,   161.93, -1499.67
  141.86,   160.44, -1349.68
  383.47,   423.54, -1343.65
  380.77,   427.32, -1393.43
  378.07,   431.09, -1443.22
  406.32,   379.30, -1348.25
  403.62,   383.08, -1398.03
  400.92,   386.86, -1447.81
    1.12,   -29.43, -1499.71
    1.01,   -26.48, -1349.74
    2.48,   120.54, -1502.65
    2.37,   123.48, -1352.68
  151.12,   -30.78, -1499.57
  151.01,   -27.84, -1349.60
  152.47,   119.19, -1502.51
  152.36,   122.13, -1352.54
  416.48,   414.17, -1324.58
  447.44,   450.25, -1340.06
  478.41,   486.32, -1355.54
  455.71,   385.02, -1314.04
  486.67,   421.10, -1329.52
  517.64,   457.18, -1345.00
  -26.15,    17.67, -1499.67
  -23.54,    15.90, -1349.70
  -26.60,   167.66, -1497.89
  -23.98,   165.89, -1347.93
  123.82,    18.14, -1502.28
  126.44,    16.38, -1352.31
  123.38,   168.13, -1500.50
  126.00,   166.37, -1350.54
  336.32,   410.93, -1337.30
  296.09,   431.20, -1359.01
  255.87,   451.46, -1380.72
  336.83,   447.94, -1303.69
  296.60,   468.21, -1325.40
  256.37,   488.47, -1347.10
   -3.36,    -2.02, -1499.99
   -3.03,    -1.82, -1350.00
   -3.99,   147.97, -1500.20
   -3.65,   148.18, -1350.20
  146.64,    -1.40, -1500.33
  146.97,    -1.19, -1350.33
  146.01,   148.60, -1500.53
  146.34,   148.80, -1350.53
  381.94,   430.67, -1259.77
  390.42,   471.20, -1231.74
  398.89,   511.73, -1203.71
  427.16,   435.56, -1280.52
  435.64,   476.09, -1252.50
  444.12,   516.62, -1224.47
  -22.89,   -12.90, -1499.77
  -20.60,   -11.61, -1349.79
  -20.49,   137.08, -1501.10
  -18.20,   138.37, -1351.12
  127.08,   -15.32, -1502.04
  129.36,   -14.03, -1352.06
  129.47,   134.66, -1503.36
  131.76,   135.95, -1353.39
  410.04,   411.20, -1270.25
  435.94,   423.13, -1229.17
  461.83,   435.06, -1188.10
  415.79,   362.65, -1259.77
  441.69,   374.58, -1218.69
  467.58,   386.51, -1177.62
   12.32,    19.82, -1499.82
   11.09,    17.84, -1349.84
   11.76,   169.81, -1497.84
   10.53,   167.82, -1347.86
  162.32,    20.37, -1498.58
  161.09,    18.39, -1348.60
  161.75,   170.36, -1496.60
  160.52,   168.37, -1346.62
  380.86,   403.19, -1335.26
  374.38,   405.93, -1384.77
  367.89,   408.66, -1434.27
  425.74,   424.73, -1339.95
  419.25,   427.47, -1389.45
  412.77,   430.20, -1438.96
   -5.16,    -2.07, -1499.99
   -4.64,    -1.86, -1349.99
   -2.82,   147.92, -1500.20
   -2.30,   148.12, -1350.21
  144.82,    -4.41, -1500.50
  145.34,    -4.20, -1350.50
  147.17,   145.57, -1500.72
  147.68,   145.78, -1350.72
  393.06,   390.15, -1353.53
  407.63,   392.58, -1401.30
  422.21,   395.01, -1449.06
  440.59,   383.85, -1339.35
  455.16,   386.28, -1387.12
  469.74,   388.71, -1434.88
  -19.19,    12.49, -1499.83
  -17.27,    11.24, -1349.84
  -18.06,   162.48, -1498.59
  -16.14,   161.23, -1348.61
  130.79,    11.37, -1501.75
  132.71,    10.12, -1351.77
  131.92,   161.36, -1500.52
  133.84,   160.11, -1350.54
  393.64,   417.78, -1245.79
  415.01,   445.74, -1210.27
  436.38,   473.71, -1174.76
  423.00,   439.07, -1280.21
  444.36,   467.03, -1244.70
  465.73,   495.00, -1209.18
   11.89,    -1.03, -1499.95
   10.70,    -0.92, -1349.96
   11.00,   148.97, -1500.06
    9.81,   149.07, -1350.07
  161.89,    -0.13, -1498.76
  160.70,    -0.03, -1348.77
  160.99,   149.87, -1498.87
  159.80,   149.97, -1348.88
  433.19,   411.93, -1246.89
  471.91,   429.53, -1220.62
  510.64,   447.14, -1194.35
  461.35,   411.62, -1288.20
  500.08,   429.22, -1261.93
  538.81,   446.83, -1235.66
  -25.71,   -27.76, -1499.52
  -23.14,   -24.98, -1349.57
  -27.59,   122.21, -1502.27
  -25.02,   124.98, -1352.31
  124.25,   -25.93, -1502.13
  126.82,   -23.15, -1352.18
  122.38,   124.03, -1504.87
  124.95,   126.81, -1354.92
  404.09,   410.51, -1282.02
  428.62,   426.55, -1241.51
  453.15,   442.59, -1201.00
  391.77,   368.47, -1257.92
  416.30,   384.51, -1217.41
  440.83,   400.55, -1176.90
   -5.24,    -9.58, -1499.96
   -4.71,    -8.62, -1349.96
   -3.94,   140.41, -1500.92
   -3.41,   141.37, -1350.93
  144.75,   -10.89, -1500.48
  145.28,    -9.93, -1350.48
  146.06,   139.10, -1501.44
  146.58,   140.06, -1351.44
  454.97,   377.55, -1306.60
  501.78,   375.28, -1289.16
  548.59,   373.01, -1271.73
  437.62,   379.65, -1259.75
  484.43,   377.39, -1242.32
  531.24,   375.12, -1224.88
